"544334554631536640	","Hostages held in Sydney cafe, forced to hold Islamic flag in window: http://t.co/UiqFQ372Ae http://t.co/LDeKQuLYcx","002066	",1,"['m.0289n8t', 'm.015qff', 'm.0dty69', 'm.01g317', 'm.03hgt', 'm.06y57']"
"544353600273518592	",PM Modi condemns Sydney hostage crisis  http://t.co/Ihl4Dxc7Ub http://t.co/3odOw6yBp3,"003476	",1,"['m.0289n8t', 'm.03bc3r', 'm.0296q2', 'm.01940j', 'm.01g317', 'm.03hgt']"
"544341406094213121	",Deserted grounds of the evacuated #Sydney Opera House - More on our LIVE page: http://t.co/VaKt3ZpRZR #sydneysiege http://t.co/pKWvDgpOle,"003540	",1,"['m.03hgt', 'm.0289n8t', 'm.01g317', 'm.06_nm']"
"544378769952505856	",WATCH: 2 women escape through front door of Sydney cafe http://t.co/7sVO5tf31q - @channeltennews http://t.co/L0HWVtNTzy,"002773	",1,"['m.0289n8t', 'm.01g317', 'm.06y57', 'm.03hgt']"
"544462912644214785	",Five people have been able to get out of Sydney cafe during hostage situation. http://t.co/cyGGeH96s1 http://t.co/qNdps4oodH,"001503	",1,"['m.0289n8t', 'm.01940j', 'm.01g317', 'm.012r14', 'm.03hgt', 'm.06y57']"
"544296672608534528	",UPDATE: Parts of #Sydney locked down amid cafe hostage crisis; Sydney Opera House evacuated http://t.co/UvMu4d0f9q http://t.co/wmWyzhBHnw,"003211	",1,"['m.0289n8t', 'm.07l88z', 'm.01g317', 'm.012r14', 'm.06_nm', 'm.03hgt']"
"544512514651066368	",Hostages seen fleeing from cafe at centre of #SydneySiege moments ago http://t.co/nM2pss0I9d http://t.co/MXGOxDGdwv,"003054	",1,"['m.0289n8t', 'm.01g317', 'm.03hgt']"
"544492843499540480	",BREAKING: Now free to confirm that radical cleric Sheikh Man Monis has been named as gunman behind #SydneySiege. http://t.co/siHXBFN6RS,"001048	",1,"['m.0289n8t', 'm.027947', 'm.0db79', 'm.01g317', 'm.0189mf', 'm.03hgt', 'm.0bmjpn7']"
"544316384273248256	",Our thoughts and prayers are with the hostages and the families in Sydney. #sydneysiege http://t.co/TYH5KaeLSA,"003190	",1,"['m.0289n8t', 'm.01_40w', 'm.01g317', 'm.03hgt']"
"544391789789331456	",#SYDNEYSIEGE UPDATE: 6th hostage escapes from #Lindt cafe http://t.co/m51P8dUPhB #MartinPlace http://t.co/UcIRugA0Gy,"002370	",1,"['m.03g8mr', 'm.0289n8t', 'm.01g317', 'm.03hgt']"
"544297950134816768	",A picture of the gunman inside Lindt cafe at Martin Place. Updates: http://t.co/mmOH7zakyB #SydneySiege http://t.co/jqHrcjlseq,"002106	",1,"['m.0289n8t', 'm.05x3t9', 'm.01g317', 'm.03hgt']"
"544402785966772224	",Two women flee #sydneysiege cafe http://t.co/BqHdeSc9Iu via @telegraphvideo http://t.co/iqsGuhpUBG,"000602	",1,"['m.0289n8t', 'm.01g317', 'm.03hgt']"
"544316904861478912	","JUST IN: Flag in #Sydney cafe window confirmed to be that of Jabah Al-Nusra, says Islamic terror expert on 7 News http://t.co/TfvTC6DvMt","001538	",1,"['m.0289n8t', 'm.02qs3j', 'm.01g317', 'm.0317s', 'm.03hgt', 'm.06y57']"
"544352188210745344	",#StartUps Uber Offers Free Rides During Sydney Hostage Crisis After Surge Pricing閳?http://t.co/r62oIX7twQ #NewsFeed http://t.co/Q0cULw3Dva,"001965	",1,"['m.025y405', 'm.0289n8t', 'm.0h01f', 'm.075x5v', 'm.03hgt', 'm.06y57']"
"544291804057960448	",FIRST PHOTOS: Hostage pressed against a window. #SydneySiege http://t.co/MOy8zCHp5a,"001053	",1,"['m.0289n8t', 'm.03hgt']"
"544305673287524353	","Sydney cafe in hostage crisis may hold up to 10 staff and perhaps 30 customers, Lindt says http://t.co/3KhviIgfR7 http://t.co/UmVzJ6cetn","002210	",1,"['m.020fb2', 'm.0289n8t', 'm.01g317', 'm.012r14', 'm.03hgt', 'm.01tqrk', 'm.06y57']"
"544318036715782144	",LIVE: @9NewsAUS coverage of ongoing hostage situation in Sydney's business district. http://t.co/ntlKVOgGWE http://t.co/leHfgNvMgQ,"000172	",1,"['m.0289n8t', 'm.015qff', 'm.01g317', 'm.03hgt', 'm.06y57']"
"544274544174071809	",Take a break from bashing Cheney and waterboarding. Possible ISIS terrorist attack ongoing in Sydney. http://t.co/nkksw4ozE2,"003081	",1,"['m.0289n8t', 'm.0d0vj4', 'm.037zyb', 'm.07jq_', 'm.01g317', 'm.03hgt', 'm.0d2jtw', 'm.06y57']"
"544314234541469696	",Uber intros surge pricing in downtown Sydney during hostage siege http://t.co/XWGe9MpUzU http://t.co/cwhIiozFNr,"003181	",1,"['m.025y405', 'm.0289n8t', 'm.012r14', 'm.03hgt', 'm.05sbvj', 'm.06y57']"
"544515538383564801	","Haron Monis,Hostage-taker in #Sydney: Fled #Iran 96,suspect in ex-wife killing,46 sex assaults http://t.co/3caiB9OnFg http://t.co/vfOXjtrGgZ","001088	",1,"['m.0289n8t', 'm.051_y', 'm.0bmjpn7', 'm.06vp9', 'm.0q4c', 'm.01g317', 'm.012r14', 'm.03hgt', 'm.050k8', 'm.06y57', 'm.03shp']"
"544515446100090881	",Ambulance workers rush injured out moments ago #sydneysiege http://t.co/UVQkTkPad7,"001040	",1,"['m.012n7d', 'm.0289n8t', 'm.01g317', 'm.03hgt']"
"544307161589772290	","Islamist militants take hostages in Sydney caf鑼, display black jihadist flag http://t.co/Audo3xS9w3 #sydneysiege http://t.co/mDWczVjCNc","000528	",1,"['m.0289n8t', 'm.05r6h6', 'm.015qff', 'm.01g317', 'm.03w86', 'm.03hgt']"
"544382892378714113	",Five Hostages Escape Sydney Cafe Siege 閳?Live Updates From @BuzzFeedOz http://t.co/aFHirytbFH http://t.co/BiLJuBBc5R,"002462	",1,"['m.0289n8t', 'm.01940j', 'm.01g317', 'm.03hgt', 'm.06p6g', 'm.06y57']"
"544519594438696961	",No word yet on the whereabouts of gunman Man Monis.  #SydneySiege #9News http://t.co/EqqeSpmIHg,"002127	",1,"['m.0289n8t', 'm.01g317', 'm.0bmjpn7', 'm.03hgt']"
"544300178443100160	","Terrified faces of hostages taken by jihadists in Sydney.Instead of worrying about ""image of Islam"",worry about them! http://t.co/6tbQYvAnUb","001153	",1,"['m.0289n8t', 'm.0flw86', 'm.01g317', 'm.03hgt', 'm.0gmfmt4', 'm.06y57']"
"544378468931076097	",Photo of the moment a cafe worker escaped the #SydneySiege http://t.co/5gHPSYcSKg via @TheHeraldSun  STORY: http://t.co/CYzb8gilDu,"001140	",1,"['m.01940j', 'm.0289n8t', 'm.01g317', 'm.03hgt']"
"544305540286148609	",A man believed to be the gunman filmed wearing a black headband inside the cafe http://t.co/7ixIlhiVXZ http://t.co/dOW5zfm1uU,"001849	",1,"['m.0289n8t', 'm.01g317', 'm.03hgt']"
"544351832483450880	",PM Abbott calls for calm amid Sydney hostage situation  http://t.co/ZhsbFmxRCv http://t.co/eUAr2DqMGl,"000222	",1,"['m.0289n8t', 'm.02pr80', 'm.03grzl', 'm.01g317', 'm.012r14', 'm.03hgt', 'm.06y57']"
"544273256174198785	",Siege situation currently unfolding at Sydney's Martin Place. Updates here: http://t.co/mmOH7zakyB http://t.co/NMzcmpfeTx,"003319	",1,"['m.0289n8t', 'm.05x3t9', 'm.01g317', 'm.03hgt', 'm.06y57']"
"544385535909715968	",#Sydney: Hostages told Australia's #channeltennews the gunman claims there are 2 bombs in the cafe and 2 in CBD area http://t.co/cQ21WPQNAP,"002975	",1,"['m.020fb2', 'm.0289n8t', 'm.01g317', 'm.03hgt', 'm.05sbvj', 'm.0chghy', 'm.06y57']"
"544374313848430592	",BREAKING UPDATE: 2 more hostages leave #Sydneysiege site http://t.co/m51P8dUPhB http://t.co/nN9oFekgTZ,"001866	",1,"['m.0289n8t', 'm.01g317', 'm.03hgt']"
"544333172180537344	",Sydney Opera House among buildings evacuated due to #SydneySiege: http://t.co/xQtgKojdnC http://t.co/LPOz3sxOI7,"003012	",1,"['m.03hgt', 'm.0289n8t', 'm.01g317', 'm.06_nm']"
"544401468875616257	",BREAKING: Five have now escaped a hostage situation at a cafe in downtown Sydney #sydneysiege http://t.co/gl30dy8PYN http://t.co/7oYbXnAeKV,"001795	",1,"['m.0289n8t', 'm.0b5_s_', 'm.01g317', 'm.012r14', 'm.03hgt', 'm.05sbvj']"
"544316814856306688	",Construction workers gather in front of #Sydney Opera House after evacuation: http://t.co/z9JrtJ2IN3 #sydneysiege http://t.co/9FphFGenb6,"000942	",1,"['m.03hgt', 'm.0289n8t', 'm.01g317', 'm.06_nm']"
"544387967037763584	",#sydneysiege: There are reports the hostage-taker claims to have up to four bombs. http://t.co/1gMsZkOTjC http://t.co/hrMncBhLy5,"000655	",1,"['m.0289n8t', 'm.01s55n', 'm.01g317', 'm.012r14', 'm.03hgt', 'm.01n8xw']"
"544329393737170944	",This is the exclusion zone currently in place in Sydney's CBD. http://t.co/qbMIVC5VJv #SydneySiege http://t.co/YoPxvVXLZV,"003309	",1,"['m.05sbvj', 'm.0289n8t', 'm.03hgt']"
"544271185903484929	",#BREAKING: @dan_murphy &amp; @chriskkenny have the latest on the hostages inside the Lindt Cafe #SydneySiege. Ch 601 http://t.co/rVeawjhLgf,"001724	",1,"['m.0289n8t', 'm.0k4j', 'm.07r04', 'm.015qff', 'm.01g317', 'm.03hgt']"
"544317165965303808	",Ugh: Uber introduces $100 minimum surge pricing during #SydneySiege http://t.co/9YZ9WKo7D2 via @jennijenni http://t.co/9Xk76P4S3V,"001917	",1,"['m.025y405', 'm.0289n8t', 'm.03hgt']"
"544401675789033473	",Update: Five hostages escape as a gunman continues siege in Sydney cafe http://t.co/srN4LP5972 http://t.co/JRXqBzBVEH,"002191	",1,"['m.01rbb', 'm.020fb2', 'm.0289n8t', 'm.01940j', 'm.01g317', 'm.012r14', 'm.03hgt', 'm.06p6g', 'm.06y57']"
"544287922166726657	",Islamic flag flown as 13 hostages in Sydney's CBD forced against windows http://t.co/qrADRShZqY http://t.co/EaR2kpGSqd,"001402	",1,"['m.0289n8t', 'm.0dty69', 'm.01g317', 'm.04r_8', 'm.03hgt', 'm.05sbvj', 'm.06y57']"
"544285819108741120	","LIVE: Sydney cafe siege, hostages held in CBD, reporter @MarkDiStef at scene http://t.co/NMbuLCimKV http://t.co/rNgNs107Xm","003522	",1,"['m.020fb2', 'm.0289n8t', 'm.01940j', 'm.01g317', 'm.03hgt', 'm.05sbvj', 'm.06y57']"
"544366036498542592	",Footage shows three men fleeing #sydneysiege building http://t.co/UxcrhFcL61 http://t.co/boGVVouqKa,"000204	",1,"['m.0289n8t', 'm.01g317', 'm.03hgt']"
"544332510440595456	",#sydneysiege: Police confirm only one armed suspect is holding undisclosed number of hostages at a cafe http://t.co/wcxgqM4DrH,"002876	",1,"['m.0289n8t', 'm.01g317', 'm.01mzpv', 'm.03hgt']"
"544382740750024704	",#SydneySiege hostage runs towards police after escaping from cafe http://t.co/TBSBYzD1xd http://t.co/D4qHwljHKt,"002965	",1,"['m.0289n8t', 'm.0b5_s_', 'm.01g317', 'm.012r14', 'm.03hgt']"
"544269749405097984	",BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,"003395	",1,"['m.0289n8t', 'm.05x3t9', 'm.01g317', 'm.012r14', 'm.03hgt', 'm.06y57']"
